name,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived
"Kantor, Mr. Sinai",male,34,2nd,S,Russia,244367,26,1,0,0
"Kantor, Mrs. Miriam",female,24,2nd,S,Russia,244367,26,1,0,1
"Karajic, Mr. Milan",male,30,3rd,S,Hungary,349246,7.1711,0,0,0
"Karlsson, Mr. Einar Gervasius",male,21,3rd,S,Sweden,350053,7.1511,0,0,1
"Karlsson, Mr. Julius Konrad Eugen",male,33,3rd,S,Sweden,347465,7.1701,0,0,0
"Karlsson, Mr. Nils August",male,22,3rd,S,Sweden,350060,7.1005,0,0,0
"Karnes, Mrs. Claire",female,22,2nd,S,United States,13534,21,0,0,0
"Karun, Miss. Manca",female,5,3rd,C,Slovenia,349256,13.0804,0,1,1
"Karun, Mr. Franz",male,39,3rd,C,United States,349256,13.0804,0,1,1
"Katavelos, Mr. Vasilios G.",male,19,3rd,C,Greece,2682,7.0407,0,0,0
"Keane, Miss. Nora Agnes",female,46,2nd,Q,Ireland,226593,12.07,0,0,1
"Keane, Mr. Andrew",male,23,3rd,Q,Ireland,12460,7.15,0,0,0
"Keane, Mr. Daniel",male,35,2nd,Q,Ireland,233734,12.07,0,0,0
"Keefe, Mr. Arthur",male,39,3rd,S,United States,323592,7.05,0,0,0
"Keeping, Mr. Edwin Herbert",male,33,1st,S,England,113503,211.1,0,0,0
"Kelly, Miss. Anna Katherine",female,20,3rd,Q,Ireland,9234,7.15,0,0,1
"Kelly, Miss. Mary",female,22,3rd,Q,Ireland,14312,7.15,0,0,1
"Kelly, Mr. James",male,19,3rd,S,Scotland,363592,8.01,0,0,0
"Kelly, Mr. James",male,44,3rd,Q,Ireland,330911,7.1607,0,0,0
"Kelly, Mr. James",male,44,engineering crew,S,England,NA,NA,NA,NA,0
"Kelly, Mrs. Fanny Maria",female,49,2nd,S,England,223596,13.1,0,0,1
"Kennedy, Mr. John",male,24,3rd,Q,Ireland,368783,7.15,0,0,1
"Kent, Mr. Edward Austin",male,58,1st,C,United States,11771,29.14,0,0,0
"Kenyon, Mr. Frederick Roland",male,41,1st,S,United States,17464,51.1703,1,0,0
"Kenyon, Mrs. Marion Estelle",female,40,1st,S,United States,17464,51.1703,1,0,1
"Khalil, Mr. Betros",male,25,3rd,C,Lebanon,2660,14.0901,1,0,0
"Khalil, Mrs. Zahie",female,20,3rd,C,Lebanon,2660,14.0901,1,0,0
"Kiernan, Mr. John Joseph",male,25,3rd,Q,Ireland,367227,7.15,1,0,0
"Kiernan, Mr. Philip",male,22,3rd,Q,Ireland,367229,7.15,1,0,0
"Kilgannon, Mr. Thomas",male,22,3rd,Q,Ireland,36865,7.1409,0,0,0
"Kimball, Mr. Edwin Nelson Jr.",male,42,1st,S,United States,11753,52.1101,1,0,1
"Kimball, Mrs. Susan Gertrude",female,45,1st,S,United States,11753,52.1101,1,0,1
"Kink-Heilmann, Miss. Luise Gretchen",female,4,3rd,S,Switzerland,315153,22,0,2,1
"Kink-Heilmann, Mrs. Luise",female,26,3rd,S,Switzerland,315153,22,1,1,1
"Kink, Miss. Maria",female,23,3rd,S,Switzerland,315152,8.1303,2,0,0
"Kink, Mr. Anton",male,29,3rd,S,Switzerland,315153,22,3,1,1
"Kink, Mr. Vincenz",male,26,3rd,S,Switzerland,315151,8.1303,2,0,0
"Kirkland, Fr. Charles Leonard",male,52,2nd,Q,United States,219533,12.07,0,0,0
"Klaber, Mr. Herman",male,41,1st,S,United States,113028,26.11,0,0,0
"Klasén, Miss. Gertrud Emilia",female,1,3rd,S,Sweden,350405,12.0308,1,1,0
"Klasén, Mr. Klas Albin",male,18,3rd,S,Sweden,350404,7.1701,1,1,0
"Klasén, Mrs. Hulda Kristina Eugenia",female,36,3rd,S,Sweden,350405,12.0308,0,2,0
"Knight, Mr. Robert",male,41,2nd,B,Northern Ireland,239855,NA,0,0,0
"Kraeff, Mr. Theodor",male,NA,3rd,C,Bulgaria,349253,7.1711,0,0,0
"Krekorian, Mr. Neshan",male,25,3rd,C,Turkey,2654,7.0407,0,0,1
"Kreuchen, Miss. Emilie",female,29,1st,S,NA,24160,211.0609,0,0,1
"Krins, Mr. Georges Alexandre",male,23,2nd,S,England,250654,NA,NA,NA,0
"Kutscher (Lithman), Mr. Simon",male,26,3rd,S,Scotland,251,7.11,0,0,0
"Kvillner, Mr. Johan Henrik Johannesson",male,31,2nd,S,Sweden,18723,10.1,0,0,0
"Lahhūd Ishaq Mu'awwad, Mr. Sarkīs",male,35,3rd,C,Lebanon,2624,7.0406,0,0,0
"Lahtinen, Fr. William",male,35,2nd,S,United States,250651,26,1,1,0
"Lahtinen, Mrs. Anna Amelia",female,34,2nd,S,United States,250651,26,1,1,0
"Laitinen, Miss. Kristina Sofia",female,37,3rd,S,Finland,4135,9.1109,0,0,0
"Lamb, Mr. John J.",male,31,2nd,Q,Ireland,240261,10.1402,0,0,0
"Lam, Mr. Ali",male,38,3rd,S,China/Hong Kong,1601,56.0911,0,0,1
"Lam, Mr. Len",male,23,3rd,S,NA,1601,56.0911,0,0,0
"Landergren, Miss. Aurora Adelia",female,22,3rd,S,Sweden,7077,7.05,0,0,1
"Lane, Mr. Patrick",male,17,3rd,Q,Ireland,7935,7.15,0,0,0
"Lang, Mr. Fang",male,32,3rd,S,NA,1601,56.0911,0,0,1
"Laroche, Miss. Louise",female,1,2nd,C,France,2123,41.1107,1,2,1
"Laroche, Miss. Simonne Marie Anne Andrée",female,3,2nd,C,France,2123,41.1107,1,2,1
"Laroche, Mr. Joseph Philippe Lemercier",male,25,2nd,C,France,2123,41.1107,1,2,0
"Laroche, Mrs. Juliette Marie Louise",female,22,2nd,C,France,2123,41.1107,1,2,1
"Larsson, Mr. August Viktor",male,29,3rd,S,United States,7545,9.0908,0,0,0
"Larsson, Mr. Bengt Edvin",male,29,3rd,S,Sweden,347067,7.1506,0,0,0
"Larsson, Mr. Edvard",male,22,3rd,S,Sweden,347065,7.1506,0,0,0
"Leader, Dr. Alice May",female,49,1st,S,United States,17465,25.1807,0,0,1
"Lefebvre, Master. Henry",male,5,3rd,S,NA,4133,25.0904,3,1,0
"Lefebvre, Miss. Ida",female,3,3rd,S,NA,4133,25.0904,3,1,0
"Lefebvre, Miss. Jeannie",female,8,3rd,S,NA,4133,25.0904,3,1,0
"Lefebvre, Miss. Mathilde",female,12,3rd,S,NA,4133,25.0904,3,1,0
"Lefebvre, Mrs. Frances Marie",female,40,3rd,S,NA,4133,25.0904,0,4,0
"Lehmann, Miss. Bertha",female,17,2nd,C,Switzerland,1748,12,0,0,1
"Leinonen, Mr. Antti Gustaf",male,32,3rd,S,Finland,3101292,7.1806,0,0,0
"Leitch, Miss. Jessie Wills",female,31,2nd,S,Scotland,248727,33,0,0,1
"Lemore, Mrs. Amelia",female,39,2nd,S,England,34260,10.1,0,0,1
"Lennon, Miss. Mary",female,18,3rd,Q,Ireland,370371,15.1,1,0,0
"Lennon, Mr. Denis",male,20,3rd,Q,Ireland,370371,15.1,1,0,0
"Leroy, Miss. Berthe",female,27,1st,C,France,17761,106.0806,0,0,1
"Lester, Mr. James",male,41,3rd,S,England,48871,24.03,0,0,0
"Lesueur, Mr. Gustave J.",male,35,1st,C,NA,17755,512.0607,0,0,1
"Lévy, Mr. René Jacques",male,37,2nd,S,Canada,2163,12.1706,0,0,0
"Lewy, Mr. Ervin G.",male,30,1st,C,United States,17612,27.1405,0,0,0
"Leyson, Mr. Robert William Norman",male,25,2nd,S,England,29566,10.1,0,0,0
"Lievens, Mr. René Aimé",male,24,3rd,S,Belgium,345781,9.1,0,0,0
"Lindahl, Miss. Agda Thorilda Viktoria",female,25,3rd,S,Sweden,347071,7.1506,0,0,0
"Lindblom, Miss. Augusta Charlotta",female,45,3rd,S,England,347073,7.15,0,0,0
"Lindeberg-Lind, Mr. Erik Gustaf",male,42,1st,S,Sweden,17475,26.11,0,0,0
"Lindell, Mr. Edvard Bengtsson",male,36,3rd,S,Sweden,349910,15.11,1,0,0
"Lindell, Mrs. Elin Gerda",female,30,3rd,S,Sweden,349910,15.11,1,0,0
"Lindqvist, Mr. Eino William",male,20,3rd,S,Finland,3101285,7.1806,1,0,1
"Lindström, Mrs. Sigrid",female,55,1st,C,Sweden,112377,27.1405,0,0,1
"Linehan, Mr. Michael",male,21,3rd,Q,Ireland,330971,7.1707,0,0,0
"Lines, Miss. Mary Conover",female,16,1st,C,France,17592,39.08,0,1,1
"Lines, Mrs. Elizabeth Lindsey",female,50,1st,C,United States,17592,39.08,0,1,1
"Lingane, Mr. John",male,61,2nd,Q,Ireland,235509,12.07,0,0,0
"Ling, Mr. Lee",male,28,3rd,S,NA,1601,56.0911,0,0,0
"Linhart, Mr. Wenzel",male,27,3rd,S,Austria,345775,9.1,0,0,0
"Livshin, Mr. David",male,25,3rd,S,Latvia,374887,7.05,0,0,0
"Lobb, Mrs. Cordelia",female,34,3rd,S,England,3336,16.02,1,0,0
"Lobb, Mr. William Arthur",male,31,3rd,S,England,3336,16.02,1,0,0
"Lockyer, Mr. Edward Thomas",male,19,3rd,S,England,1222,7.1707,0,0,0
"Longley, Miss. Gretchen Fiske",female,21,1st,C,United States,13502,77.1902,0,0,1
"Long, Mr. Milton Clyde",male,29,1st,S,United States,113501,30,0,0,0
"Loring, Mr. Joseph Holland",male,30,1st,S,United States,113801,45.1,0,0,0
"Louch, Mr. Charles",male,50,2nd,S,England,3085,26,1,0,0
"Louch, Mrs. Alice Adelaide",female,43,2nd,S,England,3085,26,1,0,1
"Lovell, Mr. John Hall",male,20,3rd,S,England,21173,7.05,0,0,0
"Lulic, Mr. Nikola",male,29,3rd,S,Croatia (Modern),315098,8.1303,0,0,1
"Lundahl, Mr. Johan Svensson",male,50,3rd,S,Sweden,347743,7.0101,0,0,0
"Lundin, Miss. Olga Elida",female,23,3rd,S,United States,347469,7.1701,0,0,1
"Lundström, Mr. Thure Edvin",male,32,3rd,S,Sweden,350403,7.1107,0,0,1
"Lurette, Miss. Eugénie Elise",female,59,1st,C,France,17569,146.1005,0,0,1
"Lymperopoulus, Mr. Panagiotis K.",male,30,3rd,C,Greece,2683,6.0809,0,0,0
"Lyntakoff, Mr. Stanko",male,44,3rd,S,NA,349235,7.1711,0,0,0
"MacKay, Mr. George William",male,20,3rd,S,Scotland,42795,7.11,0,0,0
"Mack, Mrs. Mary",female,57,2nd,S,England,3,10.1,0,0,0
"Madigan, Miss. Margaret",female,21,3rd,Q,Ireland,370370,7.15,0,0,1
"Madill, Miss. Georgette Alexandra",female,16,1st,S,United States,24160,211.0609,0,1,1
"Madsen, Mr. Fridtjof Arne",male,24,3rd,S,Norway,17369,7.021,0,0,1
"Mäenpää, Mr. Matti Alexanteri",male,22,3rd,S,Finland,3101275,7.0206,0,0,0
"Maguire, Mr. John Edward",male,30,1st,S,United States,110469,26,0,0,0
"Mahon, Miss. Bridget Delia",female,20,3rd,Q,Ireland,330924,7.1707,0,0,0
"Maioni, Miss. Roberta Elizabeth Mary",female,20,1st,S,England,110152,86.1,0,0,1
"Maisner, Mr. Simon",male,34,3rd,S,England,2816,8.01,0,0,0
"Mäkinen, Mr. Kalle Edvard",male,29,3rd,S,Finland,3101268,7.1806,0,0,0
"Malachard, Mr. Jean-Noël",male,25,2nd,C,France,237735,15,0,0,0
"Mallet, Master. André Clement",male,1,2nd,C,France,2079,37,0,2,1
"Mallet, Mr. Albert Denis Pierre",male,45,2nd,C,France,2079,37,1,1,0
"Mallet, Mrs. Antonine Marie",female,24,2nd,C,France,2079,37,1,1,1
"Māmā, Mr. Hannā Mikā'īl",male,18,3rd,C,Lebanon,2677,7.0407,0,0,1
"Mangan, Miss. Mary",female,32,3rd,Q,Ireland,364850,7.15,0,0,0
"Mangiavacchi, Mr. Serafino Emilio",male,30,2nd,C,United States,32861,15.1107,0,0,0
"Mannion, Miss. Margaret",female,28,3rd,Q,Ireland,36866,7.1409,0,0,1
"Mardirosian, Mr. Sarkis",male,25,3rd,C,Turkey,2655,7.0407,0,0,0
"Maréchal, Mr. Pierre",male,29,1st,C,France,11774,29.14,0,0,1
"Marinko, Mr. Dmitri",male,23,3rd,S,Yugoslavia,349238,7.1711,0,0,0
"Markoff, Mr. Marin",male,35,3rd,S,Bulgaria,349213,7.1711,0,0,0
"Markun, Mr. Johann",male,33,3rd,C,Slovenia,349257,7.1711,0,0,0
"Marvin, Mr. Daniel Warner",male,18,1st,S,United States,113773,53.02,1,0,0
"Marvin, Mrs. Mary Graham Carmichael",female,18,1st,S,Scotland,113773,53.02,1,0,1
"Matinoff, Mr. Nicola",male,30,3rd,C,Bulgaria,349255,7.1711,0,0,0
"Matthews, Mr. William John",male,23,2nd,S,England,28228,13,0,0,0
"Maybery, Mr. Frank Hubert",male,36,2nd,S,England,239059,16,0,0,0
"Mayné, Mlle. Berthe Antonine",female,24,1st,C,Belgium,17482,49.1001,0,0,1
"McCaffry, Mr. Thomas Francis",male,46,1st,S,Canada,13050,75.041,0,0,0
"McCarthy, Miss. Catherine",female,25,3rd,Q,Ireland,383123,7.15,0,0,1
"McCarthy, Mr. Timothy J.",male,55,1st,S,United States,17463,51.1703,0,0,0
"McCormack, Mr. Thomas Joseph",male,19,3rd,Q,United States,367228,7.15,0,0,1
"McCoy, Miss. Agnes",female,29,3rd,Q,Ireland,367226,23.05,2,0,1
"McCoy, Miss. Alice",female,26,3rd,Q,Ireland,367226,23.05,2,0,1
"McCoy, Mr. Bernard",male,24,3rd,Q,Ireland,367226,23.05,2,0,1
"McCrae, Mr. Arthur Gordon",male,32,2nd,S,Australia,237216,13.1,0,0,0
"McCrie, Mr. James Matthew",male,32,2nd,S,Canada,233478,13,0,0,0
"McDermott, Miss. Bridget Delia",female,31,3rd,Q,Ireland,330932,7.1508,0,0,1
"McEvoy, Mr. Michael",male,20,3rd,Q,Ireland,36568,15.1,0,0,0
"McGough, Mr. James Robert",male,35,1st,S,Ireland,17473,26.0509,0,0,1
"McGovern, Ms. Mary",female,22,3rd,Q,Ireland,330931,7.1707,0,0,1
"McGowan, Miss. Anna Louise",female,17,3rd,Q,United States,330923,8,0,0,1
"McGowan, Miss. Catherine",female,42,3rd,Q,Ireland,9232,7.15,0,0,0
"McKane, Mr. Peter Daniel",male,46,2nd,S,Channel Islands,28403,26,0,0,0
"McMahon, Mr. Martin",male,19,3rd,Q,Ireland,370372,7.15,0,0,0
"McNamee, Mr. Neal",male,27,3rd,S,England,376566,16.02,1,0,0
"McNamee, Mrs. Eileen",female,19,3rd,S,England,376566,16.02,1,0,0
"McNeill, Miss. Bridget",female,32,3rd,Q,Ireland,370368,7.15,0,0,0
"Meanwell, Mrs. Marian",female,62,3rd,S,England,392087,8.01,0,0,0
"Meehan, Mr. John",male,22,3rd,Q,Ireland,3130,7.15,0,0,0
"Meek, Mrs. Annie Louisa",female,32,3rd,S,England,343095,8.01,0,0,0
"Mellinger, Miss. Violet Madeline",female,13,2nd,S,England,250644,19.1,0,1,1
"Mellinger, Mrs. Elizabeth Anne",female,42,2nd,S,England,250644,19.1,0,1,1
"Mellors, Mr. William John",male,19,2nd,S,England,751,10.1,0,0,1
"Meo (Martino), Mr. Alfonzo",male,48,3rd,S,Italy,11206,8.01,0,0,0
"Mernagh, Mr. Robert",male,28,3rd,Q,Ireland,368703,7.15,0,0,0
"Meyer, Mr. August",male,31,2nd,S,England,248723,13,0,0,0
"Meyer, Mr. Edgar Joseph",male,28,1st,C,United States,17604,82.0305,1,0,0
"Meyer, Mrs. Leila",female,25,1st,C,United States,17604,82.0305,1,0,1
"Midtsjø, Mr. Karl Albert",male,21,3rd,S,Norway,345501,7.1506,0,0,1
"Mihoff, Mr. Stoytcho",male,28,3rd,S,Bulgaria,349207,7.1711,0,0,0
"Miles, Mr. Frank",male,23,3rd,S,England,359306,8.01,0,0,0
"Millet, Mr. Francis Davis",male,65,1st,C,United States,13509,26.11,0,0,0
"Milling, Mr. Jacob Christian",male,48,2nd,S,Denmark,234360,13,0,0,0
"Minahan, Dr. William Edward",male,44,1st,Q,United States,19928,90,2,0,0
"Minahan, Miss. Daisy E.",female,33,1st,Q,United States,19928,90,1,0,1
"Minahan, Mrs. Lillian E.",female,37,1st,Q,United States,19928,90,1,0,1
"Mineff, Mr. Ivan",male,24,3rd,S,NA,349233,7.1711,0,0,0
"Minkoff, Mr. Lazar",male,21,3rd,S,Bulgaria,349211,7.1711,0,0,0
"Mitchell, Mr. Henry Michael",male,72,2nd,S,England,24580,10.1,0,0,0
"Mitkoff, Mr. Mito",male,23,3rd,S,NA,349221,7.1711,0,0,0
"Mockler, Miss. Ellen Mary",female,23,3rd,Q,Ireland,330980,7.1707,0,0,1
"Mock, Mr. Philipp Edmund",male,30,1st,C,United States,13236,57.15,1,0,1
"Moen, Mr. Sigurd Hansen",male,27,3rd,S,Norway,348123,7.13,0,0,0
"Molson, Mr. Harry Markland",male,55,1st,S,Canada,113787,30.1,0,0,0
"Montvila, Fr. Juozas",male,27,2nd,S,England,211536,13,0,0,0
"Moore, Mr. Clarence Bloomfield",male,47,1st,S,United States,113796,42.08,0,0,0
"Moore, Mr. Leonard Charles",male,19,3rd,S,England,54510,8.01,0,0,0
"Moor, Master. Meier",male,7,3rd,S,NA,392096,12.0906,0,1,1
"Moor, Mrs. Beila",female,29,3rd,S,NA,392096,12.0906,0,1,1
"Moran, Miss. Bridget",female,28,3rd,Q,Ireland,371110,24.03,1,0,1
"Moran, Mr. Daniel J.",male,28,3rd,Q,Ireland,371110,24.03,1,0,0
"Moraweck, Dr. Ernest",male,54,2nd,S,United States,29011,14,0,0,0
"Morley, Mr. Henry Samuel",male,38,2nd,S,England,250655,26,0,0,0
"Morley, Mr. William",male,34,3rd,S,England,364506,8.01,0,0,0
"Morrow, Mr. Thomas Rowan",male,30,3rd,Q,Ireland,372622,7.15,0,0,0
"Moss, Mr. Albert Johan",male,29,3rd,S,Norway,312991,7.1506,0,0,1
"Moussa, Mrs. Mantoura Boulos",female,35,3rd,C,Lebanon,2626,7.0407,0,0,1
"Moutal, Mr. Rahamin Haim",male,28,3rd,S,England,374746,8.01,0,0,0
"Mubārik, Master. Halīm",male,4,3rd,C,Lebanon,2661,15.0411,1,1,1
"Mubārik, Master. Jirjis",male,7,3rd,C,Lebanon,2661,15.0411,1,1,1
"Mubārik, Mrs. Amīnah",female,25,3rd,C,Lebanon,2661,15.0411,0,2,1
"Mudd, Mr. Thomas Cupper",male,17,2nd,S,England,3,10.1,0,0,0
"Mullin, Miss. Catherine",female,21,3rd,Q,Ireland,35852,7.1408,0,0,1
"Mulvihill, Miss. Bridget Elizabeth",female,25,3rd,Q,Ireland,382653,7.15,0,0,1
"Murdlin, Mr. Joseph",male,22,3rd,S,England,3235,8.01,0,0,0
"Murphy, Miss. Catherine",female,18,3rd,Q,Ireland,367230,15.1,1,0,1
"Murphy, Miss. Margaret Jane",female,25,3rd,Q,Ireland,367230,15.1,1,0,1
"Murphy, Miss. Nora",female,31,3rd,Q,Ireland,36568,15.1,0,0,1
"Muslamānī, Mrs. Fatīmah Muhammad",female,22,3rd,C,Lebanon,2649,7.0406,0,0,1
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,3rd,S,Sweden,347078,7.15,0,0,0
"Myles, Mr. Thomas Francis",male,63,2nd,Q,Ireland,240276,9.1309,0,0,0
"Naidenoff, Mr. Penko",male,22,3rd,S,Bulgaria,349206,7.1711,0,0,0
"Najib Kiamie, Miss. Adele",female,15,3rd,C,Lebanon,2667,7.0406,0,0,1
"Nakhli, Mr. Toufik",male,17,3rd,C,Lebanon,2641,7.0407,0,0,0
"Nakid, Miss. Maria",female,1,3rd,C,Lebanon,2653,15.141,0,2,1
"Nakid, Mr. Sahid",male,21,3rd,C,Lebanon,2653,15.141,1,1,1
"Nakid, Mrs. Waika",female,19,3rd,C,Lebanon,2653,15.141,1,1,1
"Nancarrow, Mr. William Henry",male,36,3rd,S,England,3338,8.01,0,0,0
"Nankoff, Mr. Minko",male,32,3rd,S,NA,349218,7.1711,0,0,0
"Nasr 'Almā, Mr. Mustafà",male,20,3rd,C,Lebanon,2652,7.0407,0,0,0
"Nasser, Mr. Nicholas",male,28,2nd,C,United States,237736,30.0105,1,0,0
"Nasser, Mrs. Adele",female,14,2nd,C,Lebanon,237736,30.0105,1,0,1
"Nassr Rizq, Mr. Saade",male,20,3rd,C,Lebanon,2676,7.0406,0,0,0
"Natsch, Mr. Charles",male,36,1st,C,United States,17596,29.14,0,1,0
"Naughton, Miss. Hannah",female,21,3rd,Q,Ireland,365237,7.15,0,0,0
"Navratil, Master. Edmond Roger",male,2,2nd,S,France,230080,26,1,1,1
"Navratil, Master. Michel Marcel",male,3,2nd,S,France,230080,26,1,1,1
"Navratil, Mr. Michel",male,32,2nd,S,Slovakia (Modern day),230080,26,0,2,0
"Nenkov, Mr. Hristo",male,22,3rd,S,NA,349234,7.1711,0,0,0
"Nesson, Mr. Israel",male,26,2nd,S,England,244368,13,0,0,0
"Newell, Miss. Madeleine",female,31,1st,C,United States,35273,113.0506,1,0,1
"Newell, Miss. Marjorie Anne",female,23,1st,C,United States,35273,113.0506,1,0,1
"Newell, Mr. Arthur Webster",male,58,1st,C,United States,35273,113.0506,0,2,0
"Newsom, Miss. Helen Monypeny",female,19,1st,S,United States,11752,26.0508,0,2,1
"Nicholls, Mr. Joseph Charles",male,19,2nd,S,England,33112,36.15,1,1,0
"Nicholson, Mr. Arthur Ernest",male,60,1st,S,England,693,26,0,0,0
"Nieminen, Miss. Manta Josefina",female,29,3rd,S,Finland,3101297,7.1806,0,0,0
"Niklasson, Mr. Samuel",male,28,3rd,S,Sweden,363611,8.01,0,0,0
"Nilsson, Miss. Berta Olivia",female,18,3rd,S,Sweden,347066,7.1506,0,0,1
"Nilsson, Miss. Helmina Josefina",female,26,3rd,S,Sweden,347470,7.1701,0,0,1
"Nilsson, Mr. August Ferdinand",male,21,3rd,S,Sweden,350410,7.1701,0,0,0
"Nīqūla Yārid, Master. Ilyās",male,11,3rd,C,Lebanon,2651,11.041,1,0,1
"Nīqūla Yārid, Miss. Jamilah",female,14,3rd,C,Lebanon,2651,11.041,1,0,1
"Nirva, Mr. Iisakki Antino Äijö",male,41,3rd,S,Finland,3101272,7.0206,0,0,0
"Niskänen, Mr. Juha",male,39,3rd,S,United States,3101289,7.1806,0,0,1
"Nofal, Mr. Mansouer",male,20,3rd,C,Lebanon,2697,7.0407,0,0,0
"Norman, Mr. Robert Douglas",male,27,2nd,S,Scotland,218629,13.1,0,0,0
"Nosworthy, Mr. Richard Cater",male,21,3rd,S,England,39886,7.16,0,0,0
"Nourney, Mr. Alfred",male,20,1st,C,Germany,2166,13.1703,0,0,1
"Nye, Mrs. Elizabeth",female,29,2nd,S,United States,29395,10.1,0,0,1
"Nysten, Miss. Anna Sofia",female,22,3rd,S,Sweden,347081,7.15,0,0,1
"Nysveen, Mr. Johan Hansen",male,60,3rd,S,Norway,345364,6.0409,0,0,0
"O'Brien, Mr. Denis",male,21,3rd,Q,Ireland,330979,7.1607,0,0,0
"O'Brien, Mrs. Johanna",female,26,3rd,Q,Ireland,370365,15.1,1,0,1
"O'Brien, Mr. Thomas",male,27,3rd,Q,Ireland,370365,15.1,1,0,0
"O'Connell, Mr. Patrick Denis",male,18,3rd,Q,Ireland,334912,7.1408,0,0,0
"O'Connor, Mr. Maurice",male,17,3rd,Q,Ireland,371060,7.15,0,0,0
"O'Connor, Mr. Patrick",male,23,3rd,Q,Ireland,366713,7.15,0,0,0
"Ödahl, Mr. Nils Martin",male,23,3rd,S,Sweden,7267,9.0406,0,0,0
"O'Dwyer, Miss. Ellen",female,24,3rd,Q,Ireland,330959,7.1707,0,0,1
"Öhman, Miss. Velin",female,22,3rd,S,Sweden,347085,7.1506,0,0,1
"O'Keefe, Mr. Patrick",male,21,3rd,Q,Ireland,368402,7.15,0,0,1
"O'Leary, Miss. Hanora",female,16,3rd,Q,Ireland,330919,7.1607,0,0,1
"Oliva y Ocana, Doña. Fermina",female,39,1st,C,Spain,17758,108.18,0,0,1
"Olsen, Master. Artur Karl",male,9,3rd,S,Norway,17368,3.0305,0,1,1
"Olsen, Mr. Henry Margido",male,28,3rd,S,Norway,4001,22.1006,0,0,0
"Olsen, Mr. Karl Siegwart Andreas",male,42,3rd,S,United States,4579,8.0801,0,1,0
"Olsen, Mr. Ole Martin",male,27,3rd,S,Norway,265302,7.0603,0,0,0
"Olsson, Miss. Elina",female,31,3rd,S,Sweden,350407,7.1701,0,0,0
"Olsson, Mr. Nils Johan Göransson",male,28,3rd,S,Sweden,347464,7.1701,0,0,0
"Olsson, Mr. Oscar Wilhelm",male,32,3rd,S,Sweden,347079,7.1506,0,0,1
"Olsvigen, Mr. Thor Anderson",male,20,3rd,S,Norway,6563,9.0406,0,0,0
"Omont, Mr. Alfred Fernand",male,29,1st,C,France,12998,25.141,0,0,1
"Oreskovic, Miss. Jelka",female,23,3rd,S,Croatia,315085,8.1303,0,0,0
"Oreskovic, Miss. Marija",female,20,3rd,S,Croatia,315096,8.1303,0,0,0
"Oreskovic, Mr. Luka",male,20,3rd,S,Croatia,315094,8.1303,0,0,0
"Osén, Mr. Olaf Elon",male,16,3rd,S,Sweden,7534,9.0404,0,0,0
"Østby, Miss. Helen Ragnhild",female,22,1st,S,United States,113509,61.1907,0,1,1
"Ostby, Mr. Engelhart Cornelius",male,64,1st,S,United States,113509,61.1907,0,1,0
"O'Sullivan, Miss. Bridget Mary",female,21,3rd,Q,Ireland,330909,7.1207,0,0,0
"Otter, Mr. Richard",male,38,2nd,S,United States,28213,13,0,0,0
"Oviés y Rodríguez, Mr. Servando José Florentino",male,36,1st,C,Cuba,17562,27.1405,0,0,0
"Oxenham, Mr. Percy Thomas",male,22,2nd,S,England,14260,10.1,0,0,1
"Padron Manent, Mr. Julian",male,27,2nd,C,Spain,2146,13.1703,0,0,1
"Pain, Dr. Alfred",male,23,2nd,S,Canada,244278,10.1,0,0,0
"Pallàs i Castelló, Sr. Emili",male,29,2nd,C,Spain,2147,13.1702,0,0,1
"Pålsson, Master. Gösta Leonard",male,2,3rd,S,Sweden,349909,21.0106,3,1,0
"Pålsson, Master. Paul Folke",male,6,3rd,S,Sweden,349909,21.0106,3,1,0
"Pålsson, Miss. Stina Viola",female,3,3rd,S,Sweden,349909,21.0106,3,1,0
"Pålsson, Miss. Torborg Danira",female,8,3rd,S,Sweden,349909,21.0106,3,1,0
"Pålsson, Mrs. Alma Cornelia",female,29,3rd,S,Sweden,349909,21.0106,0,4,0
"Panula, Master. Eino Viljam",male,1,3rd,S,Finland,3101295,39.1309,4,1,0
"Panula, Master. Jaako Arnold",male,15,3rd,S,United States,3101295,39.1309,4,1,0
"Panula, Master. Juha Niilo",male,7,3rd,S,Finland,3101295,39.1309,4,1,0
"Panula, Master. Urho Abraham",male,2,3rd,S,Finland,3101295,39.1309,4,1,0
"Panula, Mr. Ernesti Arvid",male,16,3rd,S,Finland,3101295,39.1309,4,1,0
"Panula, Mrs. Maija Emelia Abrahamintytar",female,41,3rd,S,Finland,3101295,39.1309,0,5,0
"Parker, Mr. Clifford Richard",male,17,2nd,S,Channel Islands,14888,10.1,0,0,0
"Parkes, Mr. Francis",male,21,2nd,B,Northern Ireland,239853,NA,0,0,0
"Parrish, Mrs. Lutie Davis",female,59,2nd,S,United States,230433,26,0,1,1
"Parr, Mr. William Henry Marsh",male,30,1st,B,England,112052,NA,0,0,0
"Partner, Mr. Austin",male,40,1st,S,England,113043,28.1,0,0,0
"Pasic, Mr. Jakob",male,21,3rd,S,Slovenia,315097,8.1303,0,0,0
"Patchett, Mr. George",male,20,3rd,S,England,358585,14.1,0,0,0
"Pavlovic, Mr. Stefo",male,32,3rd,S,Croatia,349242,7.1711,0,0,0
